Team,Season,PlayerName,DateOfBirth,Position,ShirtNumber,Nationality,CurrentClub,ClubLeague,Height,Weight,PreferredFoot
Serbia,2026,Player SER-14,24/05/1998,MF,14,Serbia,Bayern Munich,Bundesliga,194,84,Right
Serbia,2026,Player SER-15,25/05/1998,MF,15,Serbia,PSG,Ligue 1,180,85,Right
Serbia,2026,Player SER-16,26/05/1998,MF,16,Serbia,Inter Milan,Serie A,181,86,Right
Serbia,2026,Player SER-17,27/05/1998,FW,17,Serbia,Al-Hilal,Saudi Pro League,182,87,Right
Serbia,2026,Player SER-18,10/05/1998,FW,18,Serbia,Real Madrid,LaLiga,183,70,Right
Serbia,2026,Player SER-19,11/05/1998,FW,19,Serbia,Manchester City,Premier League,184,71,Right
Serbia,2026,Player SER-20,12/05/1998,GK,20,Serbia,Bayern Munich,Bundesliga,192,86,Right
Serbia,2026,Player SER-21,13/05/1998,DF,21,Serbia,PSG,Ligue 1,186,73,Left
Serbia,2026,Player SER-22,14/05/1998,DF,22,Serbia,Inter Milan,Serie A,187,74,Right
Serbia,2026,Player SER-23,15/05/1998,DF,23,Serbia,Al-Hilal,Saudi Pro League,188,75,Right
Serbia,2026,Player SER-24,16/05/1998,MF,24,Serbia,Real Madrid,LaLiga,189,76,Right
Serbia,2026,Player SER-25,17/05/1998,MF,25,Serbia,Manchester City,Premier League,190,77,Right
Serbia,2026,Player SER-26,18/05/1998,MF,26,Serbia,Bayern Munich,Bundesliga,191,78,Right
Scotland,2026,Player SCO-1,11/05/1998,DF,1,Scotland,Manchester City,Premier League,181,71,Right
Scotland,2026,Player SCO-2,12/05/1998,DF,2,Scotland,Bayern Munich,Bundesliga,182,72,Right
Scotland,2026,Player SCO-3,13/05/1998,DF,3,Scotland,PSG,Ligue 1,183,73,Left
Scotland,2026,Player SCO-4,14/05/1998,MF,4,Scotland,Inter Milan,Serie A,184,74,Right
Scotland,2026,Player SCO-5,15/05/1998,MF,5,Scotland,Al-Hilal,Saudi Pro League,185,75,Right
Scotland,2026,Player SCO-6,16/05/1998,MF,6,Scotland,Real Madrid,LaLiga,186,76,Right
Scotland,2026,Player SCO-7,17/05/1998,FW,7,Scotland,Manchester City,Premier League,187,77,Left
Scotland,2026,Player SCO-8,18/05/1998,FW,8,Scotland,Bayern Munich,Bundesliga,188,78,Right
Scotland,2026,Player SCO-9,19/05/1998,FW,9,Scotland,PSG,Ligue 1,189,79,Right
Scotland,2026,Player SCO-10,20/05/1998,GK,10,Scotland,Inter Milan,Serie A,192,86,Right
Scotland,2026,Player SCO-11,21/05/1998,DF,11,Scotland,Al-Hilal,Saudi Pro League,191,81,Left
Scotland,2026,Player SCO-12,22/05/1998,DF,12,Scotland,Real Madrid,LaLiga,192,82,Right
Scotland,2026,Player SCO-13,23/05/1998,DF,13,Scotland,Manchester City,Premier League,193,83,Right
Scotland,2026,Player SCO-14,24/05/1998,MF,14,Scotland,Bayern Munich,Bundesliga,194,84,Right
Scotland,2026,Player SCO-15,25/05/1998,MF,15,Scotland,PSG,Ligue 1,180,85,Right
Scotland,2026,Player SCO-16,26/05/1998,MF,16,Scotland,Inter Milan,Serie A,181,86,Right
Scotland,2026,Player SCO-17,27/05/1998,FW,17,Scotland,Al-Hilal,Saudi Pro League,182,87,Right
Scotland,2026,Player SCO-18,10/05/1998,FW,18,Scotland,Real Madrid,LaLiga,183,70,Right
Scotland,2026,Player SCO-19,11/05/1998,FW,19,Scotland,Manchester City,Premier League,184,71,Right
Scotland,2026,Player SCO-20,12/05/1998,GK,20,Scotland,Bayern Munich,Bundesliga,192,86,Right
Scotland,2026,Player SCO-21,13/05/1998,DF,21,Scotland,PSG,Ligue 1,186,73,Left
Scotland,2026,Player SCO-22,14/05/1998,DF,22,Scotland,Inter Milan,Serie A,187,74,Right
Scotland,2026,Player SCO-23,15/05/1998,DF,23,Scotland,Al-Hilal,Saudi Pro League,188,75,Right
Scotland,2026,Player SCO-24,16/05/1998,MF,24,Scotland,Real Madrid,LaLiga,189,76,Right
Scotland,2026,Player SCO-25,17/05/1998,MF,25,Scotland,Manchester City,Premier League,190,77,Right
Scotland,2026,Player SCO-26,18/05/1998,MF,26,Scotland,Bayern Munich,Bundesliga,191,78,Right
